Proteins, RateConstant, Number of peptides, SD, Abundance
RUVB1_MOUSE,    0.148241, 4,    0.043299, 5420219392.000000
RUVB2_MOUSE,    0.228403, 3,    0.148973, 5006452736.000000
RUXE_MOUSE,    0.105618, 1,    0.000000, 6156939264.000000
RUXF_MOUSE,    0.113651, 1,    0.000000, 2664325376.000000
RUXG_MOUSE,    0.194350, 1,    0.000000, 1169157632.000000
S10A9_MOUSE,    1.944953, 0,    1.240117, 4871754752.000000
S10AD_MOUSE,    4.867042, 1,    3.297681, 812972160.000000
S14L2_MOUSE,    0.342230, 24,    0.063596, 545790066688.000000
S14L4_MOUSE,    0.326659, 10,    0.068979, 156669263872.000000
S22AI_MOUSE,    0.576332, 1,    0.182514, 6343386112.000000
S22AR_MOUSE,    0.571383, 1,    0.000000, 2246964480.000000
S2542_MOUSE,    0.156088, 5,    0.019018, 16101789696.000000
S2545_MOUSE,    0.127626, 2,    0.085679, 4916912640.000000
S2546_MOUSE,    0.202831, 1,    0.143117, 312477984.000000
S2551_MOUSE,    0.039876, 0,    0.016064, 431077888.000000
S26A1_MOUSE,    0.174410, 3,    0.428767, 4576175616.000000
S27A2_MOUSE,    0.573268, 31,    0.162659, 570758594560.000000
S27A4_MOUSE,    0.539902, 2,    0.264909, 99717088.000000
S27A5_MOUSE,    0.653738, 20,    0.157327, 408569839616.000000
S29A1_MOUSE,    0.577988, 3,    0.138862, 2837130240.000000
S35A3_MOUSE,    0.083091, 1,    0.007499, 5854259712.000000
S35D1_MOUSE,    0.184077, 1,    0.000000, 5028656640.000000
S38A3_MOUSE,    2.714797, 3,    3.244640, 15659430912.000000
S39A7_MOUSE,    0.290908, 2,    0.118326, 2271990272.000000
S4A4_MOUSE,    1.859722, 1,    0.000000, 1266263296.000000
S61A1_MOUSE,    0.393434, 1,    0.000000, 14280790016.000000
SAC1_MOUSE,    0.262105, 4,    0.067420, 21385781248.000000
SAHH2_MOUSE,    0.868722, 3,    0.533157, 6098765824.000000
SAHH_MOUSE,    0.295435, 29,    0.076742, 4503101243392.000000
SAM50_MOUSE,    0.119219, 4,    0.032960, 29991800832.000000
SAMH1_MOUSE,    0.085310, 4,    0.018343, 8318285824.000000
SAP3_MOUSE,    1.479546, 1,    0.000000, 298928448.000000
SAP_MOUSE,    8.801496, 2,    5.942374, 3296086784.000000
SAR1A_MOUSE,    0.577624, 3,    0.229225, 25861206016.000000
SAR1B_MOUSE,    0.525223, 4,    0.027531, 99535011840.000000
SARDH_MOUSE,    0.124372, 44,    0.035291, 2323730399232.000000
SARNP_MOUSE,    0.355779, 1,    0.000000, 628921600.000000
SBDS_MOUSE,    2.064125, 2,    1.018600, 2042860672.000000
SBP1_MOUSE,    0.271364, 45,    0.070235, 4305807212544.000000
SBP2_MOUSE,    0.238868, 8,    0.055434, 645487460352.000000
SC11A_MOUSE,    0.234326, 1,    0.043578, 4401977856.000000
SC16A_MOUSE,    0.833060, 3,    0.189833, 3135913216.000000
SC22B_MOUSE,    0.280373, 3,    0.033335, 33078620160.000000
SC23A_MOUSE,    0.176819, 9,    0.041521, 138607886336.000000
SC23B_MOUSE,    0.393230, 4,    0.159212, 5753603072.000000
SC24A_MOUSE,    0.503068, 9,    0.096663, 31705704448.000000
SC31A_MOUSE,    0.334689, 11,    0.089401, 70253764608.000000
SC61B_MOUSE,    0.484597, 0,    0.000000, 11470091264.000000
SCAM3_MOUSE,    0.684153, 2,    0.020396, 5958714368.000000
SCFD1_MOUSE,    0.403887, 7,    0.211262, 14970827776.000000
SCLY_MOUSE,    0.533933, 8,    0.115880, 19529357312.000000
SCO1_MOUSE,    0.064101, 0,    0.029675, 491900032.000000
SCOT1_MOUSE,    0.002214, 1,    0.001511, 1255737472.000000
SCP2_MOUSE,    1.069109, 24,    0.379366, 3936867844096.000000
SCRB1_MOUSE,    0.073369, 0,    0.045951, 398909504.000000
SCRB2_MOUSE,    0.091625, 1,    0.202138, 3105643264.000000
SCRN2_MOUSE,    0.202506, 8,    0.054983, 43613106176.000000
SCRN3_MOUSE,    0.310756, 4,    0.049576, 12116234240.000000
SDF2L_MOUSE,    0.327563, 7,    0.067568, 23890214912.000000
SDF2_MOUSE,    1.195550, 1,    0.762255, 526831488.000000
SDHA_MOUSE,    0.201809, 27,    0.055208, 820142342144.000000
SDHB_MOUSE,    0.202840, 7,    0.095007, 262498779136.000000
SDHL_MOUSE,    0.469400, 10,    0.096771, 234767761408.000000
SDSL_MOUSE,    0.366558, 1,    0.000000, 1976305664.000000
SE1L1_MOUSE,    1.151672, 4,    1.002873, 1305075712.000000
SEC13_MOUSE,    0.150232, 7,    0.059174, 33159360512.000000
SEC20_MOUSE,    0.051278, 1,    0.000000, 84701672.000000
SEC63_MOUSE,    0.427156, 7,    0.200093, 12782771200.000000
SEH1_MOUSE,    0.016565, 0,    0.000000, 465277184.000000
SELB_MOUSE,    0.228496, 4,    0.074142, 9410009088.000000
SELO_MOUSE,    0.537691, 2,    0.169472, 1785757184.000000
SEP10_MOUSE,    0.200290, 3,    0.152014, 1537707264.000000
SEP11_MOUSE,    0.095708, 2,    0.021641, 680373184.000000
SEPT2_MOUSE,    0.306424, 4,    0.142047, 25704564736.000000
SEPT7_MOUSE,    0.271530, 4,    0.047284, 14521504768.000000
SEPT9_MOUSE,    0.241426, 3,    0.229649, 5918772736.000000
SERPH_MOUSE,    0.508745, 2,    0.316145, 1895534208.000000
SET_MOUSE,    0.482800, 3,    0.288961, 16933609472.000000
SF01_MOUSE,    0.298996, 1,    0.000000, 1283146624.000000
SF3A1_MOUSE,    0.349039, 2,    0.065702, 193571312.000000
SF3A3_MOUSE,    0.233852, 3,    0.100943, 2891877888.000000
SF3B1_MOUSE,    0.903618, 4,    0.480196, 2339695104.000000
SF3B3_MOUSE,    0.090262, 3,    0.178236, 6427953664.000000
SF3B4_MOUSE,    0.047533, 0,    0.000000, 215121088.000000
SFPQ_MOUSE,    0.431819, 2,    0.095097, 41780740096.000000
SFXN1_MOUSE,    0.132377, 6,    0.033105, 125024600064.000000
SFXN2_MOUSE,    0.180111, 1,    0.000000, 17130944512.000000
SFXN5_MOUSE,    0.180573, 0,    0.000000, 932093440.000000
SGMR1_MOUSE,    0.108947, 1,    0.000000, 6085893632.000000
SGPL1_MOUSE,    0.354391, 3,    0.048164, 15398588416.000000
SGT1_MOUSE,    0.977925, 1,    0.000000, 138785088.000000
SH3L1_MOUSE,    1.056044, 4,    0.392041, 11024937984.000000
SHPK_MOUSE,    0.288377, 8,    0.027600, 28096638976.000000
SIAE_MOUSE,    0.392232, 1,    0.000000, 225771312.000000
SIAS_MOUSE,    0.115208, 5,    0.059600, 7768912896.000000
SIR2_MOUSE,    0.514772, 2,    0.295882, 339599424.000000
SIR5_MOUSE,    0.166219, 4,    0.081395, 2549723904.000000
SLIRP_MOUSE,    0.286088, 2,    0.028153, 1916032256.000000
SLTM_MOUSE,    0.332807, 1,    0.000000, 69510488.000000
SMC1A_MOUSE,    0.310886, 2,    0.040217, 460540000.000000
SMD1_MOUSE,    0.099560, 2,    0.011120, 12636611584.000000
SMD2_MOUSE,    0.101557, 1,    0.000000, 5048647680.000000
SMD3_MOUSE,    0.284405, 2,    0.076891, 23752812544.000000
SMDC1_MOUSE,    0.704125, 1,    0.000000, 429647712.000000
SNAA_MOUSE,    0.792663, 4,    0.094130, 17844789248.000000
SNAG_MOUSE,    0.429029, 3,    0.421322, 541638400.000000
SND1_MOUSE,    0.270939, 30,    0.049374, 424097021952.000000
SNF8_MOUSE,    0.221287, 1,    0.000000, 1080573952.000000
SNP23_MOUSE,    1.074806, 2,    0.589484, 1071942720.000000
SNR40_MOUSE,    0.150963, 1,    0.000000, 276332032.000000
SNRPA_MOUSE,    0.395185, 2,    0.106928, 5088701952.000000
SNTB1_MOUSE,    0.487295, 1,    0.000000, 30469902336.000000
SNX1_MOUSE,    0.061008, 1,    0.000000, 1314274688.000000
SNX27_MOUSE,    0.190429, 1,    0.000000, 78552688.000000
SNX2_MOUSE,    0.152452, 4,    0.028410, 18830321664.000000
SNX3_MOUSE,    0.536319, 3,    0.264321, 5013676032.000000
SNX5_MOUSE,    0.149252, 4,    0.044282, 14408518656.000000
SNX6_MOUSE,    0.049296, 1,    0.432401, 1284112512.000000
SNX9_MOUSE,    0.367107, 1,    0.173093, 2084848640.000000
SO1A1_MOUSE,    0.468211, 7,    0.096883, 52776660992.000000
SO1A4_MOUSE,    0.934230, 2,    0.436931, 7934397952.000000
SO1B2_MOUSE,    1.126700, 8,    0.289858, 65150484480.000000
SOAT2_MOUSE,    0.045598, 3,    0.774130, 6675168256.000000
SODC_MOUSE,    0.198308, 10,    0.042783, 2647650992128.000000
SODE_MOUSE,    0.345949, 0,    0.000000, 424957856.000000
SODM_MOUSE,    0.142721, 9,    0.028943, 303323611136.000000
SORCN_MOUSE,    0.299737, 2,    0.019235, 2368580352.000000
SOX_MOUSE,    0.472630, 12,    0.074789, 175260221440.000000
SPA3K_MOUSE,    1.316358, 4,    0.269128, 180805500928.000000
SPA3M_MOUSE,    1.401554, 2,    0.569654, 1790181504.000000
spALBU_BOVIN,    0.003887, 2,    0.126320, 826150912.000000
SPB6_MOUSE,    0.116747, 4,    0.055699, 9003860992.000000
SPCS2_MOUSE,    0.329201, 1,    0.000000, 1507858048.000000
SPCS3_MOUSE,    0.952230, 0,    0.205338, 14586842112.000000
SPCS_MOUSE,    0.820520, 2,    0.446524, 2223331328.000000
SPEB_MOUSE,    0.107183, 5,    0.013409, 186370392064.000000
SPEE_MOUSE,    0.399931, 6,    0.196693, 5199670272.000000
SPG7_MOUSE,    0.237398, 1,    0.000000, 439515680.000000
spHBA_HUMAN,    0.034737, 0,    0.000000, 3372349696.000000
spK1C10_HUMAN,    0.000172, 14,    0.000117, 602179174400.000000
spK1C9_HUMAN,    0.000204, 15,    0.000069, 472134680576.000000
spK22E_HUMAN,    0.000300, 12,    0.000409, 209910464512.000000
spK2C1_HUMAN,    0.000232, 19,    0.000148, 646776815616.000000
spNQO2_HUMAN,    0.067222, 1,    0.000000, 227785440.000000
SPRE_MOUSE,    0.224031, 9,    0.038527, 240679698432.000000
SPRY4_MOUSE,    0.368318, 1,    0.195943, 2624040704.000000
SPS1_MOUSE,    0.126676, 3,    0.039011, 7409638400.000000
SPS2_MOUSE,    0.243500, 3,    0.030925, 191379357696.000000
spSYH_HUMAN,    0.389571, 2,    0.022560, 1505533312.000000
SPTA1_MOUSE,    0.173591, 0,    0.560480, 70184544.000000
SPTB1_MOUSE,    0.002656, 3,    0.110109, 1324683008.000000
SPTB2_MOUSE,    0.301951, 19,    0.081296, 53822275584.000000
SPTN1_MOUSE,    0.211483, 36,    0.057659, 207009955840.000000
spTRYP_PIG,    0.000174, 5,    0.000043, 4996633985024.000000
SPYA_MOUSE,    0.254572, 6,    0.043897, 199223230464.000000
SQOR_MOUSE,    0.762291, 7,    0.108889, 65700560896.000000
SRA1_MOUSE,    0.637986, 1,    0.000000, 519424480.000000
SRBS1_MOUSE,    0.203059, 4,    0.160520, 3404657920.000000
SRBS2_MOUSE,    0.396076, 3,    0.094082, 8985299968.000000
SRC8_MOUSE,    0.243287, 4,    0.091452, 2138694144.000000
SRP14_MOUSE,    0.306843, 0,    0.116804, 2431263744.000000
SRP19_MOUSE,    0.064153, 1,    0.050265, 3522151168.000000
SRP54_MOUSE,    0.671613, 4,    0.182775, 4776380928.000000
SRP68_MOUSE,    0.263018, 3,    0.127639, 7371890176.000000
SRPRA_MOUSE,    0.616962, 4,    0.130213, 10188498944.000000
SRPRB_MOUSE,    0.260814, 3,    0.078058, 14415659008.000000
SRRT_MOUSE,    0.258781, 2,    1.043816, 4145213696.000000
SRR_MOUSE,    0.240241, 3,    0.056358, 5848906752.000000
SRSF1_MOUSE,    0.389112, 1,    5.575451, 5211312128.000000
SRSF2_MOUSE,    0.742343, 2,    0.291133, 7332178944.000000
SSBP_MOUSE,    0.125468, 3,    0.077642, 5224216576.000000
SSDH_MOUSE,    0.121791, 6,    0.027166, 102859767808.000000
SSRA_MOUSE,    0.194053, 3,    0.038241, 8309381120.000000
SSRD_MOUSE,    0.296577, 4,    0.228755, 114474803200.000000
SSRG_MOUSE,    0.134042, 1,    0.000000, 11765269504.000000
ST1A1_MOUSE,    0.489808, 12,    0.106021, 208513073152.000000
ST1B1_MOUSE,    0.140060, 2,    0.019227, 2564976128.000000
ST1D1_MOUSE,    0.239427, 9,    0.102026, 44308287488.000000
ST2A1_MOUSE,    0.322677, 2,    0.010470, 53125713920.000000
STA10_MOUSE,    0.222397, 8,    0.024742, 186990542848.000000
STAB2_MOUSE,    0.045761, 0,    0.000000, 313647648.000000
STAR4_MOUSE,    0.958133, 1,    0.000000, 286212960.000000
STAT3_MOUSE,    1.411261, 5,    0.139265, 11629083648.000000
STBD1_MOUSE,    0.228774, 3,    0.067957, 14594468864.000000
STEA4_MOUSE,    0.757920, 1,    0.000000, 7818678272.000000
STIM1_MOUSE,    0.410439, 2,    0.052718, 831085312.000000
STIP1_MOUSE,    0.422244, 11,    0.292824, 57328451584.000000
STML2_MOUSE,    0.173598, 4,    0.053557, 12622254080.000000
STOM_MOUSE,    0.186451, 1,    0.000000, 4800076800.000000
STRAP_MOUSE,    1.034786, 4,    0.400002, 13055704064.000000
STS_MOUSE,    0.461884, 3,    0.494767, 6108809216.000000
STT3A_MOUSE,    0.129283, 4,    0.024354, 46529712128.000000
STT3B_MOUSE,    0.290879, 7,    0.165450, 14855279616.000000
STX12_MOUSE,    0.389448, 2,    0.167231, 613376704.000000
STX4_MOUSE,    0.250306, 2,    0.066308, 1394204416.000000
STX7_MOUSE,    0.226166, 0,    0.000000, 459126624.000000
STXB2_MOUSE,    0.394111, 1,    0.000000, 212339200.000000
STXB3_MOUSE,    0.389907, 2,    0.080366, 451796096.000000
SUCA_MOUSE,    0.113478, 8,    0.028848, 474659192832.000000
SUCB1_MOUSE,    0.166257, 10,    0.037953, 237652574208.000000
SUCB2_MOUSE,    0.173636, 14,    0.044785, 401071013888.000000
SUCHY_MOUSE,    0.315422, 3,    0.204210, 14567760896.000000
SUMO2_MOUSE,    1.247764, 1,    0.000000, 3923182592.000000
SUOX_MOUSE,    0.162252, 13,    0.047335, 240313942016.000000
SURF4_MOUSE,    0.433179, 4,    0.088488, 38845390848.000000
SYAC_MOUSE,    0.632977, 11,    0.147975, 81886330880.000000
SYCC_MOUSE,    0.459085, 3,    0.228744, 5912194560.000000
SYCM_MOUSE,    0.269976, 1,    0.000000, 95541792.000000
SYDC_MOUSE,    0.278479, 4,    0.024873, 76619243520.000000
SYEP_MOUSE,    0.276076, 25,    0.070692, 127201697792.000000
SYFA_MOUSE,    0.120717, 11,    0.082060, 33142351872.000000
SYFB_MOUSE,    0.157896, 2,    0.027531, 37951901696.000000
SYHM_MOUSE,    0.281548, 0,    0.000000, 44715520.000000
SYIC_MOUSE,    0.173162, 4,    0.030103, 29972295680.000000
SYIM_MOUSE,    0.109223, 6,    0.076720, 39288512512.000000
SYJ2B_MOUSE,    0.322602, 2,    0.040161, 3452248320.000000
SYK_MOUSE,    0.257695, 4,    0.079417, 26703988736.000000
SYLC_MOUSE,    0.266912, 6,    0.070477, 27367104512.000000
SYMC_MOUSE,    0.349017, 4,    0.060920, 15421317120.000000
SYNC_MOUSE,    0.374102, 9,    0.077924, 66675064832.000000
SYNM_MOUSE,    0.164462, 1,    0.115924, 229932048.000000
SYQ_MOUSE,    0.245985, 7,    0.040680, 23009736704.000000
SYRC_MOUSE,    0.168876, 8,    0.071490, 46714933248.000000
SYSC_MOUSE,    0.428734, 5,    0.081529, 32069060608.000000
SYSM_MOUSE,    0.116155, 3,    0.044704, 1282319360.000000
SYTC_MOUSE,    0.479432, 14,    0.137585, 106076774400.000000
SYUA_MOUSE,    0.319002, 1,    0.000000, 40762124.000000
SYVC_MOUSE,    0.106454, 9,    0.030002, 75986288640.000000
SYWC_MOUSE,    0.221370, 4,    0.060231, 4442876416.000000
SYYC_MOUSE,    1.039408, 2,    0.508396, 5057460736.000000
SYYM_MOUSE,    0.314744, 2,    0.064051, 1415768448.000000
T23O_MOUSE,    8.678846, 4,    2.712544, 20444606464.000000
T254A_MOUSE,    4.428712, 1,    0.000000, 998845248.000000
T3HPD_MOUSE,    0.450217, 4,    0.140401, 6489098240.000000
TACO1_MOUSE,    0.205155, 2,    3.244319, 9150741504.000000
TADBP_MOUSE,    0.295944, 5,    0.099490, 22204467200.000000
TAGL2_MOUSE,    0.216059, 1,    0.086107, 10581331968.000000
TALDO_MOUSE,    0.402135, 4,    0.032807, 100938006528.000000
TAP1_MOUSE,    0.446171, 2,    0.020128, 498731616.000000
TB182_MOUSE,    0.523744, 2,    0.302459, 212859648.000000
TBA1A_MOUSE,    0.240626, 24,    0.054703, 646400573440.000000
TBA1B_MOUSE,    0.167771, 14,    0.043911, 528102293504.000000
TBA1C_MOUSE,    0.193374, 1,    0.000000, 11281046528.000000
TBA4A_MOUSE,    0.410989, 4,    0.021933, 88862801920.000000
TBAL3_MOUSE,    0.185845, 1,    0.000000, 661349824.000000
TBB2A_MOUSE,    0.177409, 18,    0.045664, 1186669527040.000000
TBB3_MOUSE,    0.196667, 3,    0.036367, 223965102080.000000
TBB4A_MOUSE,    0.129113, 8,    0.031212, 237366378496.000000
TBB4B_MOUSE,    0.260739, 1,    0.000000, 63123869696.000000
TBB5_MOUSE,    0.342718, 4,    0.185829, 45170298880.000000
TBB6_MOUSE,    0.237864, 2,    0.738162, 15086617600.000000
TBCEL_MOUSE,    0.768083, 3,    0.340337, 3459433216.000000
TBL2_MOUSE,    0.197218, 4,    0.095645, 11432454144.000000
TCEA1_MOUSE,    0.959368, 1,    0.194606, 85594216.000000
TCPA_MOUSE,    0.408302, 11,    0.068172, 71014359040.000000
TCPB_MOUSE,    0.254866, 6,    0.021589, 190915854336.000000
TCPD_MOUSE,    0.339554, 9,    0.080114, 123942051840.000000
TCPE_MOUSE,    0.382607, 8,    0.217201, 77812031488.000000
TCPG_MOUSE,    0.399055, 13,    0.100156, 133376098304.000000
TCPH_MOUSE,    0.278945, 4,    0.025652, 60779999232.000000
TCPQ_MOUSE,    0.453783, 9,    0.109045, 173447905280.000000
TCPW_MOUSE,    0.295025, 4,    0.135992, 7407771648.000000
TCPZ_MOUSE,    0.391568, 6,    0.170582, 51254972416.000000
TCTP_MOUSE,    0.873266, 4,    0.662855, 113830912000.000000
TEBP_MOUSE,    0.456924, 2,    0.084973, 40072400896.000000
TECR_MOUSE,    0.263589, 4,    0.089366, 37846077440.000000
TEFM_MOUSE,    0.251686, 2,    0.033985, 184270896.000000
TERA_MOUSE,    0.509488, 29,    0.137699, 691939311616.000000
TFAM_MOUSE,    0.133410, 2,    0.030313, 2007556096.000000
TFR2_MOUSE,    0.684153, 1,    4.344225, 991197440.000000
TGM1_MOUSE,    0.072061, 3,    0.042260, 4653180928.000000
TGM2_MOUSE,    0.300757, 13,    0.072366, 119524212736.000000
TGO1_MOUSE,    0.360898, 4,    0.202513, 4360102400.000000
THEM4_MOUSE,    0.102145, 1,    0.063313, 1829288704.000000
THIC_MOUSE,    0.232142, 18,    0.061563, 634690732032.000000
THIKA_MOUSE,    0.599324, 28,    0.151532, 1892153688064.000000
THIKB_MOUSE,    0.632563, 16,    0.137251, 730339606528.000000
THIL_MOUSE,    0.173623, 21,    0.041226, 1353380921344.000000
THIM_MOUSE,    0.137334, 41,    0.033054, 6802723307520.000000
THIO_MOUSE,    0.251686, 3,    0.052595, 157722640384.000000
THNS2_MOUSE,    0.233066, 6,    0.040237, 52231733248.000000
THOC4_MOUSE,    0.191917, 2,    0.058067, 1602196864.000000
THOP1_MOUSE,    0.076848, 1,    0.091029, 625219520.000000
THRB_MOUSE,    1.931187, 2,    0.067476, 1971927808.000000
THRSP_MOUSE,    0.642206, 3,    0.176550, 5261153280.000000
THTM_MOUSE,    0.397250, 8,    0.105357, 71938269184.000000
THTR_MOUSE,    0.162744, 12,    0.028047, 830009638912.000000
TI17B_MOUSE,    0.317950, 1,    0.208834, 892031552.000000
TI8AB_MOUSE,    0.070810, 0,    0.000000, 2019632000.000000
TIF1B_MOUSE,    0.478492, 2,    0.048544, 4589213696.000000
TIM13_MOUSE,    0.295299, 2,    0.055440, 17885743104.000000
TIM16_MOUSE,    0.165070, 1,    0.000000, 2077723264.000000
TIM23_MOUSE,    0.726316, 3,    0.313875, 3876859392.000000
TIM44_MOUSE,    0.277851, 4,    0.295234, 19293464576.000000
TIM50_MOUSE,    0.396493, 3,    2.350972, 24984651776.000000
TIM9_MOUSE,    0.153044, 1,    0.108089, 2390398464.000000
TINAL_MOUSE,    0.191614, 4,    0.112092, 5309440512.000000
TKFC_MOUSE,    0.297702, 31,    0.079467, 1751422337024.000000
TKTL2_MOUSE,    0.033300, 1,    0.000000,   0.000000
TKT_MOUSE,    0.106167, 30,    0.026532, 985799917568.000000
TLN1_MOUSE,    0.288927, 16,    0.073813, 101794635776.000000
TLN2_MOUSE,    0.076798, 2,    0.047247, 1186052352.000000
TM135_MOUSE,    0.245329, 1,    0.000000, 455963552.000000
TM14C_MOUSE,    0.046248, 1,    0.053048, 6257946112.000000
TM177_MOUSE,    0.202762, 1,    0.000000, 439657568.000000
TM205_MOUSE,    0.409884, 1,    0.052919, 60483723264.000000
TM214_MOUSE,    0.998889, 3,    0.455889, 7970743296.000000
TM256_MOUSE,    0.085209, 4,    0.022791, 48214028288.000000
TM38B_MOUSE,    1.027647, 1,    0.218676, 773087296.000000
TM6S2_MOUSE,    0.661469, 2,    0.347531, 2570210560.000000
TM9S2_MOUSE,    0.431402, 0,    0.046633, 1489398016.000000
TM9S3_MOUSE,    0.187962, 2,    0.109841, 1492253312.000000
TM9S4_MOUSE,    3.473543, 1,    2.261350, 2824632064.000000
TMCO1_MOUSE,    0.589240, 1,    0.381019, 12506098688.000000
TMED1_MOUSE,    0.288177, 1,    0.000000, 519950016.000000
TMED2_MOUSE,    0.186627, 1,    0.057270, 7998749184.000000
TMED4_MOUSE,    0.364080, 1,    0.000000, 948820608.000000
TMED5_MOUSE,    0.523706, 2,    0.367147, 6165501440.000000
TMED9_MOUSE,    0.515525, 1,    0.088964, 8035260928.000000
TMEDA_MOUSE,    0.352049, 5,    0.050262, 73528336384.000000
TMM11_MOUSE,    0.169040, 2,    0.029759, 3885975552.000000
TMM19_MOUSE,    0.594718, 1,    0.000000, 10110615552.000000
TMM33_MOUSE,    0.854705, 2,    0.205002, 16496589824.000000
TMX1_MOUSE,    0.387453, 1,    0.000000, 1571126912.000000
TMX2_MOUSE,    1.067329, 2,    0.049086, 1811330816.000000
TNPO1_MOUSE,    0.434997, 3,    0.102895, 1696790272.000000
TNPO3_MOUSE,    0.964852, 1,    0.000000, 220661648.000000
TOIP1_MOUSE,    0.223648, 4,    0.084537, 2005438208.000000
TOIP2_MOUSE,    0.380920, 2,    0.096529, 1034731200.000000
TOLIP_MOUSE,    1.631028, 1,    0.000000, 434715520.000000
TOM22_MOUSE,    0.296657, 1,    0.000000, 1284584192.000000
TOM40_MOUSE,    0.138796, 4,    0.017335, 10707932160.000000
TOM70_MOUSE,    0.245752, 8,    0.102581, 18367188992.000000
TOP1_MOUSE,    0.569766, 3,    0.164524, 2273626112.000000
TPD52_MOUSE,    0.077823, 1,    0.000000, 222724720.000000
TPD54_MOUSE,    0.873880, 1,    0.000000, 10356428800.000000
TPIS_MOUSE,    0.247060, 15,    0.052080, 1003093557248.000000
TPK1_MOUSE,    0.373344, 2,    0.232927, 9519377408.000000
TPM1_MOUSE,    0.167645, 5,    0.120980, 4739702784.000000
TPM3_MOUSE,    0.196439, 6,    0.048751, 12058422272.000000
TPM4_MOUSE,    0.159952, 3,    0.028445, 5540185088.000000
TPMT_MOUSE,    0.286560, 5,    0.056542, 24513693696.000000
TPP1_MOUSE,    0.083592, 3,    0.010034, 109377421312.000000
TPP2_MOUSE,    0.173607, 7,    0.038035, 43963572224.000000
TPPP_MOUSE,    0.344626, 1,    0.000000, 311639904.000000
TPR_MOUSE,    1.143293, 2,    0.242423, 987441024.000000
TPSN_MOUSE,    0.243505, 2,    0.618633, 1638517376.000000
TR150_MOUSE,    0.614761, 3,    1.952605, 1416150912.000000
TRABD_MOUSE,    0.742917, 1,    0.000000, 1703578880.000000
TRAM1_MOUSE,    0.218191, 1,    0.000000, 253095984.000000
TRAP1_MOUSE,    0.651120, 16,    0.163217, 337855447040.000000
TRFE_MOUSE,    1.210826, 22,    0.366087, 755180109824.000000
TRI25_MOUSE,    0.465331, 0,    0.284500, 357907680.000000
TRXR1_MOUSE,    0.353799, 7,    0.067832, 63824072704.000000
TRXR2_MOUSE,    0.091223, 4,    0.008271, 34850054144.000000
TSN9_MOUSE,    0.690730, 1,    0.000000, 1020194752.000000
TSR2_MOUSE,    0.560679, 0,    0.000000, 107736752.000000
TT39C_MOUSE,    0.473876, 4,    0.149044, 33870170112.000000
TTC36_MOUSE,    2.644104, 1,    1.165563, 869079232.000000
TTC38_MOUSE,    0.294234, 5,    0.086975, 55596195840.000000
TTHY_MOUSE,    7.382148, 3,    3.846939, 145853104128.000000
TTL12_MOUSE,    0.560681, 2,    0.115414, 242779488.000000
TTPA_MOUSE,    0.459048, 9,    0.119065, 84808310784.000000
TWF1_MOUSE,    0.508399, 1,    0.407267, 10876525568.000000
TXD12_MOUSE,    0.450964, 2,    0.153451, 6209707008.000000
TXD17_MOUSE,    0.232174, 1,    0.000000, 2391553280.000000
TXND5_MOUSE,    0.400794, 8,    0.045407, 83448766464.000000
TXNL1_MOUSE,    0.493902, 11,    0.163860, 40045879296.000000
TXTP_MOUSE,    0.131828, 4,    0.042267, 145515905024.000000
TYSD1_MOUSE,    0.637998, 2,    1.039023, 156955120.000000
U2AF2_MOUSE,    0.284325, 4,    0.105813, 7363136000.000000
U520_MOUSE,    0.841066, 3,    0.343470, 1546222464.000000
U5S1_MOUSE,    0.311278, 4,    0.144085, 3878744320.000000
UAP1L_MOUSE,    0.246311, 1,    0.000000, 40248536.000000
UAP1_MOUSE,    1.400269, 1,    0.188553, 822834560.000000
UB2D2_MOUSE,    0.654145, 2,    0.457450, 432866080.000000
UB2L3_MOUSE,    0.381178, 4,    0.067617, 53359874048.000000
UB2V1_MOUSE,    0.377035, 1,    0.340378, 9306907648.000000
UB2V2_MOUSE,    0.432096, 2,    0.088693, 4374157824.000000
UBA1_MOUSE,    0.356422, 21,    0.090722, 215900405760.000000
UBA5_MOUSE,    0.236051, 3,    0.024053, 2912958464.000000
UBCP1_MOUSE,    1.347710, 2,    0.660088, 625991616.000000
UBE2K_MOUSE,    0.701720, 2,    0.489467, 7328712192.000000
UBE2N_MOUSE,    0.345768, 4,    0.114040, 49135759360.000000
UBE4A_MOUSE,    0.383969, 2,    0.091663, 2615282688.000000
UBP10_MOUSE,    0.715618, 2,    0.420430, 861312832.000000
UBP14_MOUSE,    0.278388, 7,    0.063132, 20035282944.000000
UBP15_MOUSE,    0.045964, 0,    0.000000, 180469984.000000
UBP5_MOUSE,    0.306705, 12,    0.096106, 33763473408.000000
UBQL1_MOUSE,    0.375405, 3,    0.595968, 83260874752.000000
UBQL2_MOUSE,    0.480356, 1,    0.417990, 502810880.000000
UBR4_MOUSE,    1.076316, 1,    0.000000, 1156539264.000000
UBXN1_MOUSE,    3.231713, 1,    0.000000, 620020160.000000
UBXN4_MOUSE,    1.219779, 2,    0.303248, 3390725888.000000
UCHL3_MOUSE,    0.172796, 5,    0.118494, 6506834944.000000
UCHL5_MOUSE,    0.272817, 2,    0.031164, 1524641408.000000
UCRI_MOUSE,    0.151317, 4,    0.055652, 108039159808.000000
UD11_MOUSE,    0.325479, 23,    0.080473, 1458624135168.000000
UD12_MOUSE,    0.293829, 2,    0.091996, 746339840.000000
